user_id,segment,platform,exposed,placement,converted,engaged,orders,revenue,campaign_date
U00054,High Value,Android,0,Control,0,0,0,0.0,2026-05-01
U00055,Returning,iOS,1,Pop-up,0,0,0,0.0,2026-05-05
U00056,Reactivated,Android,0,Control,0,1,0,0.0,2026-05-13
U00057,New,Android,1,Merchandising Card,1,0,2,37.28,2026-05-26
U00058,New,iOS,1,Merchandising Card,0,0,0,0.0,2026-05-02
U00059,New,Android,0,Control,0,1,0,0.0,2026-05-01
U00060,New,Android,1,Banner,0,0,0,0.0,2026-05-06
U00061,Returning,Android,1,Pop-up,1,0,0,0.0,2026-05-01
U00062,New,iOS,1,Pop-up,0,0,0,0.0,2026-05-26
U00063,High Value,Android,0,Control,0,0,0,0.0,2026-05-17
U00064,Returning,iOS,0,Control,0,0,0,0.0,2026-05-15
U00065,New,Android,1,Banner,0,0,0,0.0,2026-05-15
U00066,Returning,iOS,0,Control,0,0,0,0.0,2026-05-06
U00067,New,iOS,0,Control,0,0,0,0.0,2026-05-22
U00068,High Value,iOS,0,Control,0,0,0,0.0,2026-05-17
U00069,New,Android,0,Control,0,1,0,0.0,2026-05-06
U00070,Reactivated,Android,0,Control,0,0,0,0.0,2026-05-03
U00071,High Value,iOS,0,Control,1,0,3,110.36,2026-05-20
U00072,New,iOS,0,Control,1,0,1,33.25,2026-05-08
U00073,New,iOS,0,Control,0,0,0,0.0,2026-05-19
U00074,High Value,Android,0,Control,0,0,0,0.0,2026-05-15
U00075,High Value,iOS,1,Merchandising Card,0,0,0,0.0,2026-05-04
U00076,High Value,iOS,1,Banner,0,1,0,0.0,2026-05-19
U00077,High Value,Android,0,Control,0,0,0,0.0,2026-05-07
U00078,New,iOS,0,Control,0,0,0,0.0,2026-05-13
U00079,Returning,iOS,0,Control,0,1,0,0.0,2026-05-13
U00080,New,iOS,1,Pop-up,1,1,0,0.0,2026-05-28
U00081,High Value,Android,1,Merchandising Card,0,1,0,0.0,2026-05-04
U00082,Returning,Android,0,Control,0,0,0,0.0,2026-05-18
U00083,New,Android,1,Merchandising Card,0,0,0,0.0,2026-05-15
U00084,New,iOS,0,Control,0,1,0,0.0,2026-05-04
U00085,New,Android,0,Control,0,1,0,0.0,2026-05-15
U00086,New,iOS,0,Control,0,1,0,0.0,2026-05-21
U00087,High Value,Android,0,Control,0,0,0,0.0,2026-05-17
U00088,Returning,Android,1,Merchandising Card,1,1,1,33.77,2026-05-11
U00089,High Value,Android,0,Control,0,1,0,0.0,2026-05-21
U00090,Returning,iOS,1,Merchandising Card,0,0,0,0.0,2026-05-07
U00091,New,Android,1,Banner,1,0,3,52.1,2026-05-14
U00092,High Value,Android,0,Control,0,0,0,0.0,2026-05-07
U00093,High Value,iOS,1,Merchandising Card,0,1,0,0.0,2026-05-27
U00094,Returning,Android,0,Control,0,0,0,0.0,2026-05-02
U00095,High Value,Android,0,Control,0,0,0,0.0,2026-05-07
U00096,Returning,Android,1,Merchandising Card,0,0,0,0.0,2026-05-11
U00097,Returning,Android,1,Banner,0,0,0,0.0,2026-05-16
U00098,Returning,iOS,0,Control,0,0,0,0.0,2026-05-18
U00099,New,Android,0,Control,0,0,0,0.0,2026-05-18
U00100,New,Android,0,Control,0,0,0,0.0,2026-05-28
U00101,New,iOS,1,Pop-up,0,1,0,0.0,2026-05-11
U00102,Returning,iOS,1,Banner,0,1,0,0.0,2026-05-26
U00103,New,iOS,1,Banner,0,1,0,0.0,2026-05-14
U00104,Returning,iOS,0,Control,0,0,0,0.0,2026-05-09
U00105,Reactivated,Android,1,Banner,0,0,0,0.0,2026-05-13
U00106,New,iOS,0,Control,0,0,0,0.0,2026-05-28
U00107,Returning,iOS,0,Control,0,1,0,0.0,2026-05-01
U00108,High Value,iOS,1,Merchandising Card,0,0,0,0.0,2026-05-08
U00109,New,Android,1,Banner,0,1,0,0.0,2026-05-09
U00110,New,iOS,1,Banner,0,1,0,0.0,2026-05-12
U00111,New,iOS,1,Merchandising Card,0,0,0,0.0,2026-05-23
U00112,New,iOS,1,Pop-up,0,0,0,0.0,2026-05-09
U00113,Reactivated,Android,0,Control,0,1,0,0.0,2026-05-07
U00114,High Value,iOS,1,Banner,0,0,0,0.0,2026-05-10
U00115,Returning,Android,0,Control,0,0,0,0.0,2026-05-10
U00116,High Value,iOS,0,Control,0,0,0,0.0,2026-05-10
U00117,High Value,iOS,0,Control,0,0,0,0.0,2026-05-22
U00118,New,iOS,1,Banner,1,0,3,114.92,2026-05-09
U00119,High Value,iOS,1,Banner,0,1,0,0.0,2026-05-08
U00120,Returning,iOS,0,Control,0,1,0,0.0,2026-05-17
U00121,High Value,iOS,1,Banner,0,0,0,0.0,2026-05-13
U00122,High Value,iOS,0,Control,0,0,0,0.0,2026-05-19
U00123,New,Android,0,Control,1,0,2,44.18,2026-05-27
U00124,New,iOS,0,Control,0,1,0,0.0,2026-05-20
U00125,New,Android,0,Control,0,0,0,0.0,2026-05-17
U00126,Returning,Android,0,Control,0,0,0,0.0,2026-05-27
U00127,High Value,Android,1,Merchandising Card,1,1,1,51.88,2026-05-07
U00128,High Value,iOS,0,Control,0,1,0,0.0,2026-05-20
U00129,New,Android,1,Pop-up,0,0,0,0.0,2026-05-06
U00130,Returning,iOS,0,Control,1,1,2,98.05,2026-05-23
U00131,Returning,iOS,1,Merchandising Card,1,0,0,0.0,2026-05-12
U00132,New,iOS,1,Banner,0,0,0,0.0,2026-05-05
U00133,New,Android,1,Banner,0,0,0,0.0,2026-05-14
U00134,New,iOS,0,Control,0,0,0,0.0,2026-05-19
U00135,Reactivated,Android,0,Control,0,1,0,0.0,2026-05-24
U00136,New,iOS,1,Banner,0,1,0,0.0,2026-05-25
U00137,Returning,Android,0,Control,0,0,0,0.0,2026-05-24
U00138,High Value,Android,0,Control,1,0,1,59.85,2026-05-06
U00139,Returning,Android,1,Merchandising Card,0,0,0,0.0,2026-05-19
U00140,Reactivated,Android,0,Control,0,1,0,0.0,2026-05-19
U00141,Reactivated,Android,1,Banner,0,0,0,0.0,2026-05-02
U00142,New,Android,0,Control,0,0,0,0.0,2026-05-16
U00143,Returning,iOS,0,Control,0,1,0,0.0,2026-05-07
U00144,New,iOS,0,Control,0,0,0,0.0,2026-05-16
U00145,New,Android,0,Control,0,0,0,0.0,2026-05-07
U00146,New,iOS,0,Control,0,0,0,0.0,2026-05-19
U00147,Returning,Android,1,Banner,1,0,1,44.08,2026-05-25
U00148,Returning,iOS,1,Banner,1,0,3,82.05,2026-05-07
U00149,New,Android,1,Banner,0,0,0,0.0,2026-05-21
U00150,New,iOS,0,Control,0,0,0,0.0,2026-05-17
U00151,Reactivated,iOS,1,Merchandising Card,0,0,0,0.0,2026-05-03
U00152,New,iOS,1,Pop-up,0,0,0,0.0,2026-05-12
U00153,New,Android,0,Control,1,1,1,34.92,2026-05-27
U00154,Returning,iOS,0,Control,0,0,0,0.0,2026-05-01
U00155,Reactivated,Android,1,Banner,0,0,0,0.0,2026-05-26
U00156,New,Android,1,Merchandising Card,1,1,1,37.41,2026-05-09
U00157,Returning,Android,1,Merchandising Card,0,0,0,0.0,2026-05-12
U00158,High Value,iOS,1,Banner,1,0,0,0.0,2026-05-26
U00159,New,iOS,0,Control,1,0,1,18.59,2026-05-17
U00160,High Value,iOS,1,Pop-up,1,0,0,0.0,2026-05-15
U00161,Returning,iOS,0,Control,1,0,1,38.54,2026-05-09
U00162,Returning,Android,0,Control,1,0,0,0.0,2026-05-12
U00163,Returning,Android,1,Merchandising Card,0,0,0,0.0,2026-05-14
U00164,Returning,iOS,1,Merchandising Card,0,0,0,0.0,2026-05-18
U00165,New,Android,1,Merchandising Card,0,0,0,0.0,2026-05-18
U00166,High Value,Android,1,Merchandising Card,0,0,0,0.0,2026-05-15
U00167,New,Android,0,Control,1,0,1,33.94,2026-05-19
U00168,New,Android,0,Control,0,0,0,0.0,2026-05-12
U00169,New,Android,0,Control,0,0,0,0.0,2026-05-02
U00170,Returning,iOS,1,Banner,0,1,0,0.0,2026-05-27
U00171,Returning,Android,1,Merchandising Card,0,1,0,0.0,2026-05-20
U00172,New,Android,1,Pop-up,0,0,0,0.0,2026-05-26
U00173,Returning,Android,1,Merchandising Card,0,1,0,0.0,2026-05-22
U00174,New,iOS,1,Banner,0,1,0,0.0,2026-05-04
U00175,Returning,iOS,1,Merchandising Card,0,0,0,0.0,2026-05-25
U00176,New,iOS,0,Control,0,1,0,0.0,2026-05-16
U00177,Returning,iOS,0,Control,0,0,0,0.0,2026-05-12
U00178,Returning,Android,1,Banner,0,1,0,0.0,2026-05-19
U00179,Reactivated,Android,0,Control,0,1,0,0.0,2026-05-28
U00180,New,iOS,1,Banner,0,0,0,0.0,2026-05-22
U00181,Returning,iOS,1,Pop-up,1,0,2,96.88,2026-05-06
U00182,New,Android,1,Banner,0,0,0,0.0,2026-05-10
U00183,Reactivated,iOS,0,Control,0,0,0,0.0,2026-05-28
U00184,High Value,iOS,0,Control,0,0,0,0.0,2026-05-05
U00185,New,Android,0,Control,1,0,2,83.84,2026-05-18
U00186,Returning,iOS,1,Pop-up,0,0,0,0.0,2026-05-19
U00187,High Value,iOS,1,Merchandising Card,0,0,0,0.0,2026-05-01
U00188,Returning,iOS,0,Control,0,0,0,0.0,2026-05-26
U00189,Returning,Android,0,Control,0,0,0,0.0,2026-05-27
U00190,New,Android,1,Banner,0,0,0,0.0,2026-05-10
U00191,New,iOS,0,Control,1,0,0,0.0,2026-05-09
U00192,High Value,iOS,1,Banner,1,1,0,0.0,2026-05-04
U00193,Reactivated,Android,0,Control,0,1,0,0.0,2026-05-02
U00194,Returning,Android,1,Merchandising Card,1,0,3,103.8,2026-05-19
U00195,New,Android,0,Control,1,0,1,30.23,2026-05-21
U00196,Returning,Android,0,Control,0,0,0,0.0,2026-05-01
U00197,High Value,Android,0,Control,0,0,0,0.0,2026-05-16
U00198,High Value,Android,1,Pop-up,0,0,0,0.0,2026-05-10
U00199,High Value,Android,0,Control,1,0,1,63.61,2026-05-19
U00200,High Value,Android,1,Merchandising Card,1,0,0,0.0,2026-05-24
U00201,Returning,Android,0,Control,1,0,0,0.0,2026-05-16
U00202,New,iOS,1,Merchandising Card,0,0,0,0.0,2026-05-07
U00203,New,Android,0,Control,0,0,0,0.0,2026-05-11
U00204,High Value,Android,0,Control,0,1,0,0.0,2026-05-01
U00205,Returning,Android,0,Control,0,0,0,0.0,2026-05-22
U00206,New,iOS,1,Merchandising Card,1,1,1,19.92,2026-05-02
U00207,New,Android,0,Control,0,0,0,0.0,2026-05-01
U00208,Returning,Android,0,Control,0,0,0,0.0,2026-05-11
U00209,New,iOS,1,Banner,0,0,0,0.0,2026-05-11
U00210,New,Android,0,Control,0,1,0,0.0,2026-05-13
U00211,Returning,Android,0,Control,0,0,0,0.0,2026-05-03
U00212,Returning,iOS,0,Control,0,0,0,0.0,2026-05-02
U00213,Returning,iOS,0,Control,0,0,0,0.0,2026-05-07
U00214,New,Android,0,Control,1,0,1,39.93,2026-05-01
U00215,High Value,Android,1,Pop-up,0,1,0,0.0,2026-05-12
U00216,New,iOS,0,Control,0,0,0,0.0,2026-05-25
U00217,New,iOS,1,Merchandising Card,0,0,0,0.0,2026-05-26
U00218,High Value,iOS,0,Control,0,1,0,0.0,2026-05-04
U00219,Returning,iOS,1,Merchandising Card,0,1,0,0.0,2026-05-15
U00220,High Value,iOS,1,Banner,1,1,2,138.99,2026-05-24
U00221,Returning,Android,0,Control,0,0,0,0.0,2026-05-11
U00222,Returning,Android,0,Control,1,0,2,41.63,2026-05-20
U00223,New,Android,0,Control,1,0,2,73.25,2026-05-17
U00224,Returning,iOS,1,Merchandising Card,0,0,0,0.0,2026-05-08
U00225,New,Android,0,Control,0,0,0,0.0,2026-05-12
U00226,New,iOS,1,Merchandising Card,0,1,0,0.0,2026-05-16
U00227,Reactivated,Android,0,Control,0,0,0,0.0,2026-05-20
U00228,Returning,Android,0,Control,1,0,2,64.86,2026-05-20
U00229,High Value,Android,0,Control,0,0,0,0.0,2026-05-06
U00230,Returning,iOS,0,Control,1,0,1,42.8,2026-05-17
U00231,High Value,Android,1,Merchandising Card,0,0,0,0.0,2026-05-19
U00232,Returning,Android,1,Merchandising Card,0,1,0,0.0,2026-05-17
U00233,Returning,Android,1,Merchandising Card,0,1,0,0.0,2026-05-17
U00234,Returning,Android,1,Pop-up,0,0,0,0.0,2026-05-21
U00235,New,Android,1,Banner,1,1,1,50.82,2026-05-10
U00236,High Value,iOS,1,Banner,0,1,0,0.0,2026-05-15
U00237,New,Android,0,Control,0,1,0,0.0,2026-05-26
U00238,New,iOS,0,Control,0,1,0,0.0,2026-05-12
U00239,Returning,iOS,0,Control,0,0,0,0.0,2026-05-16
U00240,New,iOS,0,Control,0,0,0,0.0,2026-05-13
U00241,Reactivated,Android,1,Banner,0,1,0,0.0,2026-05-13
U00242,Reactivated,iOS,1,Banner,0,0,0,0.0,2026-05-15
U00243,Reactivated,Android,1,Merchandising Card,0,1,0,0.0,2026-05-14
U00244,Returning,Android,1,Merchandising Card,0,0,0,0.0,2026-05-16
U00245,New,Android,0,Control,0,0,0,0.0,2026-05-03
U00246,Reactivated,Android,0,Control,0,0,0,0.0,2026-05-26
U00247,Returning,Android,1,Merchandising Card,0,1,0,0.0,2026-05-03
U00248,Reactivated,iOS,0,Control,0,0,0,0.0,2026-05-28
U00249,Reactivated,iOS,1,Pop-up,1,0,0,0.0,2026-05-09
U00250,High Value,Android,0,Control,0,0,0,0.0,2026-05-09
U00251,New,Android,1,Banner,0,1,0,0.0,2026-05-03
U00252,Returning,iOS,1,Banner,1,1,1,33.86,2026-05-18
U00253,High Value,Android,0,Control,0,0,0,0.0,2026-05-18
U00254,New,Android,0,Control,0,0,0,0.0,2026-05-15
U00255,New,Android,0,Control,0,0,0,0.0,2026-05-24
U00256,Returning,Android,0,Control,1,0,2,78.61,2026-05-10
U00257,Reactivated,Android,1,Banner,0,0,0,0.0,2026-05-28
U00258,Returning,iOS,0,Control,0,0,0,0.0,2026-05-09
U00259,Returning,iOS,0,Control,0,0,0,0.0,2026-05-14
U00260,New,Android,1,Merchandising Card,0,0,0,0.0,2026-05-24
U00261,Returning,iOS,0,Control,0,0,0,0.0,2026-05-01
U00262,Reactivated,iOS,1,Merchandising Card,0,1,0,0.0,2026-05-17
U00263,New,Android,0,Control,0,0,0,0.0,2026-05-28
U00264,Returning,iOS,0,Control,0,1,0,0.0,2026-05-04
U00265,High Value,iOS,0,Control,1,0,2,81.96,2026-05-20
U00266,High Value,iOS,0,Control,0,1,0,0.0,2026-05-25
U00267,Returning,iOS,1,Banner,0,1,0,0.0,2026-05-28
U00268,High Value,iOS,0,Control,0,1,0,0.0,2026-05-16
U00269,Returning,Android,0,Control,0,1,0,0.0,2026-05-12
U00270,New,Android,0,Control,0,0,0,0.0,2026-05-03
U00271,High Value,iOS,0,Control,0,0,0,0.0,2026-05-11
U00272,High Value,iOS,1,Banner,0,0,0,0.0,2026-05-23
U00273,High Value,iOS,0,Control,1,1,3,219.44,2026-05-15
U00274,Reactivated,Android,0,Control,0,0,0,0.0,2026-05-23
U00275,Returning,iOS,0,Control,0,1,0,0.0,2026-05-22
U00276,Returning,Android,0,Control,0,0,0,0.0,2026-05-23
U00277,High Value,iOS,0,Control,1,0,2,114.34,2026-05-22
U00278,Returning,Android,1,Banner,0,0,0,0.0,2026-05-28
U00279,High Value,iOS,1,Banner,0,0,0,0.0,2026-05-08
U00280,High Value,iOS,0,Control,0,0,0,0.0,2026-05-17
U00281,High Value,iOS,0,Control,0,0,0,0.0,2026-05-14
U00282,New,Android,1,Banner,0,0,0,0.0,2026-05-14
U00283,Returning,iOS,0,Control,0,1,0,0.0,2026-05-25
U00284,New,iOS,0,Control,0,0,0,0.0,2026-05-23
U00285,Returning,Android,0,Control,0,0,0,0.0,2026-05-14
U00286,New,iOS,1,Banner,0,0,0,0.0,2026-05-08
U00287,Returning,iOS,0,Control,0,0,0,0.0,2026-05-20
U00288,Returning,Android,0,Control,0,0,0,0.0,2026-05-19
U00289,New,Android,1,Banner,0,0,0,0.0,2026-05-15
U00290,Returning,Android,1,Merchandising Card,0,0,0,0.0,2026-05-05
U00291,New,iOS,1,Merchandising Card,0,0,0,0.0,2026-05-03
U00292,New,iOS,1,Banner,0,1,0,0.0,2026-05-02
U00293,High Value,iOS,0,Control,0,0,0,0.0,2026-05-26
U00294,Returning,Android,0,Control,1,1,1,10.58,2026-05-17
U00295,New,Android,0,Control,0,0,0,0.0,2026-05-02
U00296,Returning,Android,1,Banner,0,0,0,0.0,2026-05-03
U00297,High Value,iOS,1,Merchandising Card,0,0,0,0.0,2026-05-22
U00298,New,Android,1,Banner,1,0,1,29.18,2026-05-03
U00299,Returning,iOS,1,Merchandising Card,0,0,0,0.0,2026-05-07
U00300,New,iOS,1,Merchandising Card,0,0,0,0.0,2026-05-26
U00301,New,Android,1,Banner,0,1,0,0.0,2026-05-25
U00302,Returning,iOS,1,Merchandising Card,0,0,0,0.0,2026-05-16
U00303,Returning,iOS,0,Control,0,0,0,0.0,2026-05-22
U00304,Returning,iOS,1,Merchandising Card,0,1,0,0.0,2026-05-07
U00305,High Value,Android,1,Banner,0,0,0,0.0,2026-05-26
U00306,Reactivated,iOS,0,Control,1,0,1,40.66,2026-05-12
U00307,Returning,iOS,0,Control,1,0,1,37.94,2026-05-11
U00308,New,Android,1,Merchandising Card,1,0,1,28.23,2026-05-24
U00309,High Value,iOS,0,Control,0,0,0,0.0,2026-05-02
U00310,New,iOS,0,Control,0,0,0,0.0,2026-05-13
U00311,Returning,Android,0,Control,0,1,0,0.0,2026-05-03
U00312,New,Android,1,Merchandising Card,0,1,0,0.0,2026-05-28
U00313,New,iOS,0,Control,0,0,0,0.0,2026-05-25
U00314,Reactivated,Android,1,Pop-up,0,0,0,0.0,2026-05-28
U00315,High Value,iOS,1,Banner,0,1,0,0.0,2026-05-12
U00316,Returning,Android,1,Pop-up,1,0,1,43.84,2026-05-15
U00317,Returning,iOS,1,Merchandising Card,1,0,1,36.15,2026-05-20
U00318,New,iOS,1,Merchandising Card,0,1,0,0.0,2026-05-28
U00319,New,iOS,0,Control,1,0,0,0.0,2026-05-19
U00320,New,Android,0,Control,0,0,0,0.0,2026-05-07
U00321,Returning,Android,1,Merchandising Card,1,0,1,30.25,2026-05-27
U00322,High Value,Android,0,Control,0,0,0,0.0,2026-05-14
U00323,Returning,Android,0,Control,1,0,1,31.02,2026-05-28
U00324,New,iOS,0,Control,1,0,0,0.0,2026-05-15
U00325,Reactivated,iOS,0,Control,0,0,0,0.0,2026-05-09
U00326,High Value,Android,1,Merchandising Card,0,0,0,0.0,2026-05-18
U00327,Returning,Android,1,Pop-up,0,1,0,0.0,2026-05-04
U00328,Returning,Android,1,Merchandising Card,0,0,0,0.0,2026-05-06
U00329,Returning,iOS,0,Control,0,0,0,0.0,2026-05-18
U00330,New,iOS,0,Control,0,0,0,0.0,2026-05-09
U00331,Returning,iOS,0,Control,0,0,0,0.0,2026-05-15
U00332,High Value,iOS,0,Control,0,0,0,0.0,2026-05-16
U00333,New,iOS,1,Banner,1,0,0,0.0,2026-05-26
U00334,New,iOS,0,Control,0,0,0,0.0,2026-05-13
U00335,New,Android,0,Control,0,0,0,0.0,2026-05-26
U00336,New,iOS,0,Control,0,0,0,0.0,2026-05-12
U00337,High Value,iOS,0,Control,0,0,0,0.0,2026-05-28
U00338,High Value,Android,1,Pop-up,0,0,0,0.0,2026-05-18
U00339,Returning,iOS,1,Pop-up,1,1,1,37.55,2026-05-23
U00340,New,Android,0,Control,1,0,1,11.74,2026-05-14
U00341,Returning,iOS,0,Control,0,0,0,0.0,2026-05-05
U00342,Returning,Android,1,Pop-up,0,1,0,0.0,2026-05-03
U00343,New,Android,1,Pop-up,0,0,0,0.0,2026-05-28
U00344,Returning,Android,0,Control,0,0,0,0.0,2026-05-21
U00345,Returning,Android,0,Control,0,1,0,0.0,2026-05-25
U00346,Returning,iOS,0,Control,0,0,0,0.0,2026-05-11
U00347,Returning,iOS,1,Banner,0,0,0,0.0,2026-05-26
U00348,New,Android,0,Control,0,0,0,0.0,2026-05-05
U00349,Returning,Android,1,Merchandising Card,0,0,0,0.0,2026-05-14
U00350,Returning,Android,1,Banner,0,0,0,0.0,2026-05-23
U00351,Returning,iOS,1,Pop-up,1,0,4,97.87,2026-05-06
U00352,High Value,Android,0,Control,0,0,0,0.0,2026-05-05
U00353,Returning,Android,0,Control,0,1,0,0.0,2026-05-17
U00354,New,Android,1,Banner,0,0,0,0.0,2026-05-28
U00355,New,Android,0,Control,0,1,0,0.0,2026-05-18
U00356,Returning,Android,1,Merchandising Card,1,1,1,23.3,2026-05-12
U00357,New,iOS,0,Control,0,0,0,0.0,2026-05-06
U00358,Returning,iOS,1,Merchandising Card,0,1,0,0.0,2026-05-20
U00359,Reactivated,Android,0,Control,0,0,0,0.0,2026-05-17
U00360,Returning,iOS,0,Control,0,0,0,0.0,2026-05-16
U00361,Returning,Android,1,Banner,1,0,0,0.0,2026-05-01
U00362,Returning,iOS,1,Banner,0,0,0,0.0,2026-05-15
U00363,Returning,iOS,0,Control,1,0,1,10.56,2026-05-11
U00364,Returning,iOS,0,Control,0,0,0,0.0,2026-05-10
U00365,Reactivated,iOS,1,Banner,0,1,0,0.0,2026-05-18
U00366,Returning,iOS,1,Merchandising Card,0,1,0,0.0,2026-05-02
U00367,Reactivated,iOS,0,Control,1,0,2,23.98,2026-05-06
U00368,Reactivated,Android,0,Control,0,0,0,0.0,2026-05-04
U00369,New,Android,0,Control,0,0,0,0.0,2026-05-07
U00370,New,Android,0,Control,1,0,1,40.24,2026-05-18
U00371,New,Android,0,Control,1,1,1,33.87,2026-05-02
U00372,New,iOS,0,Control,0,0,0,0.0,2026-05-21
U00373,New,Android,1,Merchandising Card,0,0,0,0.0,2026-05-22
U00374,Returning,Android,1,Merchandising Card,0,0,0,0.0,2026-05-20
U00375,New,iOS,1,Banner,0,0,0,0.0,2026-05-01
U00376,New,Android,0,Control,1,0,0,0.0,2026-05-13
U00377,High Value,iOS,1,Merchandising Card,0,1,0,0.0,2026-05-06
U00378,New,Android,1,Merchandising Card,0,1,0,0.0,2026-05-24
U00379,High Value,iOS,1,Merchandising Card,0,0,0,0.0,2026-05-17
U00380,New,iOS,0,Control,0,1,0,0.0,2026-05-21
U00381,New,iOS,0,Control,0,0,0,0.0,2026-05-16
U00382,Returning,iOS,1,Banner,0,1,0,0.0,2026-05-01
U00383,Returning,Android,0,Control,0,0,0,0.0,2026-05-08
U00384,High Value,Android,1,Merchandising Card,0,1,0,0.0,2026-05-24
U00385,High Value,iOS,1,Merchandising Card,0,0,0,0.0,2026-05-04
U00386,High Value,iOS,1,Pop-up,1,1,4,201.9,2026-05-28
U00387,New,iOS,1,Merchandising Card,0,1,0,0.0,2026-05-10
U00388,New,Android,0,Control,0,0,0,0.0,2026-05-14
U00389,High Value,iOS,0,Control,0,0,0,0.0,2026-05-13
U00390,High Value,Android,1,Banner,0,0,0,0.0,2026-05-13
U00391,Reactivated,Android,0,Control,0,1,0,0.0,2026-05-28
U00392,Returning,Android,1,Banner,1,1,2,49.83,2026-05-08
U00393,Returning,Android,1,Banner,1,0,1,42.31,2026-05-28
U00394,High Value,Android,0,Control,0,0,0,0.0,2026-05-27
U00395,Returning,Android,0,Control,1,1,2,86.71,2026-05-07
U00396,Reactivated,Android,1,Merchandising Card,0,0,0,0.0,2026-05-11
U00397,High Value,Android,0,Control,0,0,0,0.0,2026-05-01
U00398,Returning,Android,0,Control,0,0,0,0.0,2026-05-12
U00399,High Value,Android,0,Control,0,0,0,0.0,2026-05-18
U00400,High Value,Android,1,Merchandising Card,0,0,0,0.0,2026-05-09
U00401,New,Android,1,Banner,0,0,0,0.0,2026-05-12
U00402,Reactivated,Android,0,Control,0,0,0,0.0,2026-05-23
U00403,Returning,iOS,1,Merchandising Card,1,0,1,15.51,2026-05-20
U00404,High Value,iOS,0,Control,0,1,0,0.0,2026-05-12
U00405,New,Android,1,Merchandising Card,1,0,0,0.0,2026-05-06
U00406,High Value,iOS,0,Control,0,0,0,0.0,2026-05-06
